ID,Name,SKU,Price,Quantity,Status,Brand,Cost,Special Price,Availability
"2367","China Glaze I'd Melt For You","81925","36.000000","190","Enabled","China Glaze","22.000000","20.000000","in stock"
"2368","China Glaze Out Like A Light","81926","36.000000","186","Enabled","China Glaze","22.000000","20.000000","in stock"
"2369","China Glaze Meet Me Under The Stars","81927","36.000000","188","Enabled","China Glaze","22.000000","20.000000","in stock"
"2370","China Glaze No Peeking","81928","36.000000","196","Enabled","China Glaze","22.000000","20.000000","in stock"
"2372","China Glaze Define Good","81930","36.000000","191","Enabled","China Glaze","22.000000","20.000000","in stock"
"2374","China Glaze De-Light","81932","36.000000","194","Enabled","China Glaze","22.000000","20.000000","in stock"
"2375","China Glaze Feeling Twinkly","81934","36.000000","195","Enabled","China Glaze","22.000000","20.000000","in stock"
"2376","China Glaze December To Remember","81935","36.000000","199","Enabled","China Glaze","22.000000","20.000000","in stock"
"2377","China Glaze Chillin With My Snow-Nies","81936","36.000000","199","Enabled","China Glaze","22.000000","20.000000","in stock"
"2378","China Glaze Getting To Gnaw You","82121","36.000000","194","Enabled","China Glaze","22.000000","20.000000","in stock"
"2379","China Glaze I Love Your Guts","82122","36.000000","199","Enabled","China Glaze","22.000000","20.000000","in stock"
"2380","China Glaze Dont Let The Dead Bite","82123","36.000000","191","Enabled","China Glaze","22.000000","20.000000","in stock"
"2381","China Glaze But Of Corpse","82124","36.000000","199","Enabled","China Glaze","22.000000","20.000000","in stock"
"2384","China Glaze Seeing Red","82276","36.000000","187","Enabled","China Glaze","22.000000","20.000000","in stock"
"2385","China Glaze History of the World","82277","36.000000","190","Enabled","China Glaze","22.000000","20.000000","in stock"
"2386","China Glaze New Birth","82279","36.000000","189","Enabled","China Glaze","22.000000","20.000000","in stock"
"2387","China Glaze Capacity To See Beyond","82280","36.000000","192","Enabled","China Glaze","22.000000","20.000000","in stock"
"2388","China Glaze The Outer Edge","82284","36.000000","195","Enabled","China Glaze","22.000000","20.000000","in stock"
"2398","China Glaze My Way Or The Highway","82380","36.000000","194","Enabled","China Glaze","22.000000","20.000000","in stock"
"2399","China Glaze License & Registration Pls","82381","36.000000","198","Enabled","China Glaze","22.000000","20.000000","in stock"
"2401","China Glaze Wanderlust","82384","36.000000","185","Enabled","China Glaze","22.000000","20.000000","in stock"
"2403","China Glaze Pinking Out The Window","82387","36.000000","197","Enabled","China Glaze","22.000000","20.000000","in stock"
"2404","China Glaze I Brake For Colour","82388","36.000000","197","Enabled","China Glaze","22.000000","20.000000","in stock"
"2405","China Glaze Sun's Up","82390","36.000000","192","Enabled","China Glaze","22.000000","20.000000","in stock"
"2427","China Glaze Gelaze Innocence","81613","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2436","China Glaze Gelaze Turned Up Turquoise","81624","140.000000","199","Enabled","China Glaze","84.000000","","in stock"
"2437","China Glaze Gelaze Re-Fresh Mint","81626","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2438","China Glaze Gelaze Dress Me Up","81628","140.000000","197","Enabled","China Glaze","84.000000","","in stock"
"2439","China Glaze Gelaze Fifth Avenue","81629","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2440","China Glaze Gelaze Seduce Me","81631","140.000000","199","Enabled","China Glaze","84.000000","","in stock"
"2441","China Glaze Gelaze Coral Star","81632","140.000000","199","Enabled","China Glaze","84.000000","","in stock"
"2442","China Glaze Gelaze Ruby Pumps","81633","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2443","China Glaze Gelaze Ahoy!","81638","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2444","China Glaze Gelaze Caribbean Temptation","81639","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2445","China Glaze Gelaze Make An Entrance","81640","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2446","China Glaze Gelaze Flip Flop Fantasy","81642","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2447","China Glaze Gelaze Pool Party","81643","140.000000","198","Enabled","China Glaze","84.000000","","in stock"
"2448","China Glaze Gelaze Purple Panic","81644","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2455","Tarte lights, camera, lashes™   4-in-1 mascara","Tarte_lashes","132.000000","4","Enabled","Tarte","101.430000","110.000000","in stock"
"2462","China Glaze Gelaze Pink Voltage","81645","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2463","China Glaze Gelaze Shocking Pink","81646","140.000000","199","Enabled","China Glaze","84.000000","","in stock"
"2464","China Glaze Gelaze Gel Top Coat","81650","140.000000","196","Enabled","China Glaze","84.000000","","in stock"
"2465","China Glaze Gelaze Diva Bride","81807","140.000000","197","Enabled","China Glaze","84.000000","","in stock"
"2466","China Glaze Gelaze Peachy Keen","81808","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2467","China Glaze Gelaze Celtic Sun","81809","140.000000","198","Enabled","China Glaze","84.000000","","in stock"
"2468","China Glaze Gelaze Strawberry Fields","81810","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2469","China Glaze Gelaze Lubu Heels","81811","140.000000","199","Enabled","China Glaze","84.000000","","in stock"
"2470","China Glaze Gelaze Frostbite","81812","140.000000","199","Enabled","China Glaze","84.000000","","in stock"
"2471","China Glaze Gelaze Flying Dragon","81813","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2472","China Glaze Gelaze Swing Baby","81814","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2473","China Glaze Gelaze In The Lime Light","81815","140.000000","199","Enabled","China Glaze","84.000000","","in stock"
"2474","China Glaze Gelaze Rose Among Thorns","81816","140.000000","198","Enabled","China Glaze","84.000000","","in stock"
"2475","China Glaze Gelaze Secret Peri-Wink-Le","81818","140.000000","200","Enabled","China Glaze","84.000000","","in stock"
"2476","China Glaze Gelaze Orange Knockout","81820","140.000000","199","Enabled","China Glaze","84.000000","","in stock"
"2483","Lime Crime VelvetineLiquid Lipstick  - Rave","lc_rave","110.000000","1","Enabled","Lime Crime","80.000000","10.000000","in stock"
"2510","Gerard Cosmetics Grape Soda Lipstick","725492","99.000000","0","Enabled","Gerard","77.000000","25.000000","out of stock"
"2511","Gerard Color your smile Lighted Lip Gloss Fiji","725415","122.000000","0","Enabled","Gerard","93.000000","29.000000","out of stock"
"2512","Gerard Color your smile Lighted Lip Gloss Wild Orchid","725445","122.000000","1","Enabled","Gerard","93.000000","29.000000","in stock"
"2608","Sigma Beauty 3DHD® - Kabuki - Black","3DK01","88.000000","2","Enabled","Sigma","62.230000","70.000000","in stock"
"2610","Sigma Beauty 3DHD® - Precision - Black","3DP01","70.000000","3","Enabled","Sigma","50.070000","56.000000","in stock"
"2611","Sigma Beauty 3DHD® - Precision - Pink","3DP02","70.000000","1","Enabled","Sigma","50.070000","56.000000","in stock"
"2615","Sigma Beauty Basic Eyes Kit - Chrome","EK001","290.000000","0","Enabled","Sigma","195.990000","232.000000","out of stock"
"2616","Sigma Beauty Basic Face Kit - Chrome","FK001","320.000000","0","Enabled","Sigma","215.440000","256.000000","out of stock"
"2617","Sigma Beauty Brush Case - Black","BCH05","107.000000","1","Enabled","Sigma","74.390000","86.000000","in stock"
"2619","Sigma Beauty Sigma Spa® Brush Cleaning Mat","bcm01","129.000000","1","Enabled","Sigma","81.680000","88.000000","in stock"
"2621","Sigma Beauty Lip Concealer - Lose The Halo","LC001","55.000000","0","Enabled","Sigma","40.340000","20.000000","out of stock"
"2626","Sigma Beauty Shimmer Creams - Sultry","SC003","59.000000","3","Enabled","Sigma","42.770000","25.000000","in stock"
"2628","Sigma Beauty Shimmer Creams - Bliss","SC004","59.000000","4","Enabled","Sigma","42.770000","25.000000","in stock"
"2639","Sigma Beauty Eye Liner - My-Cloud","EL016","33.000000","1","Enabled","Sigma","25.750000","15.000000","in stock"
"2648","Real Techniques Sculpting Brush Set","RT_scupltset","92.000000","0","Enabled","Real Techniques","70.730000","85.000000","out of stock"
"2653","Sigma Beauty E06 - Winged Liner™ - Chrome","E06","51.000000","2","Enabled","Sigma","37.910000","41.000000","in stock"
"2668","Sigma Beauty Eye Shadow Palette - Warm Neutrals","EP010","143.000000","1","Enabled","Sigma","98.710000","90.000000","in stock"
"2693","Morphe Flat Buffer","G6","63.000000","0","Enabled","Morphe Brushes","40.090000","51.000000","out of stock"
"2714","Ardell LashGrip Adhesive - Dark","adh_Grp","25.000000","0","Enabled","Ardell","8.990000","","out of stock"
"2715","Kiss I-Envy 16hr Strip Eyelash Adhesive Clear (KPEG04A)","mmKPEG04A","35.000000","5","Enabled","Kiss I- envy","13.510000","","in stock"
"2737","Anastasia Lip Gloss - Flame","ABHLG-Flame","98.000000","1","Enabled","Anastasia","70.560000","30.000000","in stock"
"2806","Nyx Soft Matte Lip Cream-Transylvania","SMLC21","38.000000","4","Enabled","Nyx","26.910000","15.000000","in stock"
"2831","EX1 Cosmetics Blusher - Love Story","EX1-lovestory","64.000000","5","Enabled","EX 1","49.220000","55.000000","in stock"
"2833","EX1 Cosmetics Blusher - Jet-Set Glow","EX1-jetsetglow","64.000000","0","Enabled","EX 1","49.220000","55.000000","out of stock"
"2837","EX1 Cosmetics Pure Crushed Mineral Powder Foundation - M400","M400","88.000000","1","Enabled","EX 1","67.380000","67.000000","in stock"
"2873","MILANI Bella Eyes A Gel Powder Eyeshadow - Bella Taupe","MLMAS05","27.000000","2","Enabled","Milani","18.520000","22.000000","in stock"
"2887","MILANI Bella Eyes A Gel Powder Eyeshadow - Bella Gray","MLMAS10","27.000000","3","Enabled","Milani","18.520000","22.000000","in stock"
"2937","MILANI Color Statement Moisture Matte Lipstick - Matte Diva","MLMLSN63","29.000000","1","Enabled","Milani","19.750000","24.000000","in stock"
"2940","MILANI Illuminating Face Powder - Hermosa Rose","MLMRM02","43.000000","0","Enabled","Milani","29.630000","34.000000","out of stock"
"2941","MILANI Illuminating Face Powder - Amber Nectar","MLMRM01","41.000000","0","Enabled","Milani","29.350000","","out of stock"
"2951","MILANI Rose Powder Blush - Romantic Rose","MLMRB01","43.000000","2","Enabled","Milani","29.630000","","in stock"
"2952","MILANI Rose Powder Blush - Coral Cove","MLMRB05","43.000000","1","Enabled","Milani","29.630000","","in stock"
"2999","House of Lashes - Dark Lash Adhesive","7218","45.000000","1","Enabled","House of lashes","26.890000","","in stock"
"3148","Urban Veda Purifying Body Lotion","5025042026899","95.000000","1","Enabled","Example","66.500000","75.000000","in stock"
"3204","Elf Contouring Brush","84035","44.000000","0","Enabled","Elf","20.010000","30.000000","out of stock"
"3205","Elf Foundation Serum - Medium/Dark","95013","55.000000","0","Enabled","Elf","34.550000","39.000000","out of stock"
"3231","Lottie Look at Me Mirror- Green ","LMI002","29.000000","1","Enabled","Lottie","20.300000","21.000000","in stock"
"3233","Lottie Me Me Me Mirror","LMC001","45.000000","0","Enabled","Lottie","31.500000","15.000000","out of stock"
"3247","Lottie Paint by Numbers Manicure","PBN001","65.000000","2","Enabled","Lottie","45.500000","20.000000","in stock"
"3250","House of Lashes - Temptress Wispy","45343","44.000000","6","Enabled","House of lashes","28.700000","","in stock"
"3256","Frank Body Original Face Scrub","SCRUB","102.000000","2","Enabled","Frank","75.810000","85.000000","in stock"
"3258","Frank Body Charcoal Face Cleanser","CLEANSER","102.000000","1","Enabled","Frank","75.810000","89.000000","in stock"
"3278","Anastasia Lip Primer","ABH01-32191","90.000000","1","Enabled","Anastasia","69.000000","63.000000","in stock"
"3307","Elf Matte Lip Color - Berry Sorbet","82472","19.000000","0","Enabled","Elf","12.290000","15.000000","out of stock"
"3308","Elf Contour Palette","83320","41.000000","1","Enabled","Elf","27.110000","31.000000","in stock"
"3310","Elf Bronzer Palette - Bronzed Beauty","83319","39.000000","1","Enabled","Elf","29.040000","29.000000","in stock"
"3312","Elf Everyday Smoky Eyeshadow Palette","83326","60.000000","2","Enabled","Elf","44.240000","49.000000","in stock"
"3313","Elf Need it Nude Eyeshadow Palette","83328","60.000000","2","Enabled","Elf","44.240000","49.000000","in stock"
"3393","Eyeko Black Magic Lash Boost","5060050423315","173.000000","0","Enabled","Eyeko","133.000000","109.000000","out of stock"
"3394","Eyeko Fat Liquid Eyeliner","5060050423933","109.000000","3","Enabled","Eyeko","83.600000","45.000000","in stock"
"3398","Melt Cosmetics Lipstick - 6six6","6six6","99.000000","1","Enabled","Melt Cosmetics","78.140000","10.000000","in stock"
"3403","Ardell Natural Eyelashes Beauties","ard65020","19.000000","8","Enabled","Ardell","9.090000","","in stock"
"3404","Ardell Natural Eyelashes Demi Pixies","ard65014","19.000000","3","Enabled","Ardell","9.090000","","in stock"
"3406","Ardell Natural Eyelashes Sexies","ard65027","19.000000","3","Enabled","Ardell","9.090000","","in stock"
"3442","Sigma Beauty Eye Shadow Palette - Smoke Screen","EP013","143.000000","2","Enabled","Sigma","101.300000","90.000000","in stock"
"3443","Sigma Beauty Eye Shadow Palette - Fall Softly","EP015","143.000000","1","Enabled","Sigma","101.300000","90.000000","in stock"
"3444","Sigma Beauty Gel Liner - Wicked","EL019","74.000000","4","Enabled","Sigma","39.550000","42.000000","in stock"
"3447","Sigma Beauty Gel Liner - Standout-Peacock","EL022","52.000000","3","Enabled","Sigma","39.550000","25.000000","in stock"
"3449","Sigma Beauty Gel Liner - Liberally-Toasted","EL020","52.000000","2","Enabled","Sigma","39.550000","25.000000","in stock"
"3450","Sigma Beauty Spa® Express Brush Cleaning Glove","EG001","107.000000","0","Enabled","Sigma","66.720000","71.000000","out of stock"
"3452","Sigma Beauty Spot-On Concealer Kit","AASO2","265.000000","3","Enabled","Sigma","182.810000","180.000000","in stock"
"3463","Kat Von D Liquid Lipstick Damned","KVD_Damned","114.000000","4","Enabled","Kat Von D","88.200000","58.000000","in stock"
"3465","Kat Von D Liquid Lipstick Echo","KVD_Echo","114.000000","2","Enabled","Kat Von D","88.200000","58.000000","in stock"
"3466","NARS Light Reflecting Pressed Setting Powder","NARS_LRPSP","206.000000","0","Enabled","Nars","158.760000","170.000000","out of stock"
"3467","COVER FX Custom Cover Drops - G40","COVER-G40","240.000000","2","Enabled","Cover FX","194.040000","50.000000","in stock"
"3471","COVER FX Custom Cover Drops - P40","COVER-P40","240.000000","1","Enabled","Cover FX","194.040000","50.000000","in stock"
"3472","COVER FX Custom Cover Drops - P50 ","COVER-P50","240.000000","3","Enabled","Cover FX","194.040000","50.000000","in stock"
"3473","COVER FX Custom Cover Drops - N10","COVER-N10","240.000000","0","Enabled","Cover FX","194.040000","50.000000","out of stock"
"3474","COVER FX Custom Cover Drops - N30 ","COVER-N30","240.000000","4","Enabled","Cover FX","194.040000","50.000000","in stock"
"3475","COVER FX Custom Cover Drops - N40 ","COVER-N40","240.000000","0","Enabled","Cover FX","194.040000","50.000000","out of stock"
"3476","COVER FX Custom Cover Drops - N60","COVER-N60","240.000000","0","Enabled","Cover FX","194.040000","50.000000","out of stock"
"3477","COVER FX Custom Cover Drops - N80","COVER-N80","240.000000","2","Enabled","Cover FX","194.040000","50.000000","in stock"
"3478","COVER FX Custom Cover Drops - G30","COVER-G30","240.000000","2","Enabled","Cover FX","194.040000","50.000000","in stock"
"3479","House of Lashes - Boudoir","05793pk","60.000000","2","Enabled","House of lashes","46.430000","","in stock"
"3480","Tarte the sculptor double-ended contour & highlighter","Tarte_con_highlight","135.000000","0","Enabled","Tarte","106.000000","116.000000","out of stock"
"3486","NARS Contour Blush - Gienah","Nars_Gienah","201.000000","1","Enabled","Nars","185.000000","191.000000","in stock"
"3489","Anastasia Brow Wiz - Granite","ABH_Wiz_granite","114.000000","1","Enabled","Anastasia","93.000000","100.000000","in stock"
"3490","Anastasia DipBrow Pomade -  Caramel","ABH_Pomade_caramel","91.000000","2","Enabled","Anastasia","79.000000","82.000000","in stock"
"3491","Anastasia DipBrow Pomade - Granite","ABH_Pomade_granite","91.000000","2","Enabled","Anastasia","79.000000","82.000000","in stock"
"3492","Lorac Alter Ego Lipsticks - Girl Next Door (Light Coral)","Lorac_girlnext","95.000000","1","Enabled","Lorac","71.000000","35.000000","in stock"
"3496","Lorac Alter Ego Lipsticks -Sex Kitten (Pink)","Lorac_sexkitten","95.000000","1","Enabled","Lorac","71.000000","35.000000","in stock"
"3497","Lorac Alter Ego Lipsticks -Vixen (Fuchsia)","Lorac_vixen","95.000000","2","Enabled","Lorac","71.000000","35.000000","in stock"
"3499","Lorac Alter Ego Lipsticks -Nymph (Cool Pink)","Lorac_nymph","95.000000","0","Enabled","Lorac","71.000000","35.000000","out of stock"
"3501","Lorac Alter Ego Lipsticks -Free Spirit (Plum)","Lorac_freespirit","95.000000","1","Enabled","Lorac","71.000000","35.000000","in stock"
"3504","Lorac Alter Ego Lipsticks -Socialite (Nude)","Lorac_socialite","95.000000","1","Enabled","Lorac","71.000000","35.000000","in stock"
"3535","China Glaze Voilet Vibes","CHG-82600","36.000000","19","Enabled","China Glaze","21.600000","20.000000","in stock"
"3536","China Glaze Glow With The Flow","CHG-82602","36.000000","20","Enabled","China Glaze","21.600000","20.000000","in stock"
"3537","China Glaze Red'Y to Rave","CHG-82603","36.000000","19","Enabled","China Glaze","21.600000","20.000000","in stock"
"3538","China Glaze Home Sweet House Music","CHG-82604","36.000000","19","Enabled","China Glaze","21.600000","20.000000","in stock"
"3539","China Glaze Daisy Know My Name","CHG-82605","36.000000","19","Enabled","China Glaze","21.600000","20.000000","in stock"
"3540","China Glaze DJ Blue My Mind","CHG-82606","36.000000","19","Enabled","China Glaze","21.600000","20.000000","in stock"
"3541","China Glaze UV Meant To Be","CHG-82607","36.000000","17","Enabled","China Glaze","21.600000","20.000000","in stock"
"3542","China Glaze Treble Maker","CHG-82608","36.000000","18","Enabled","China Glaze","21.600000","20.000000","in stock"
"3543","China Glaze Meet Me In The Mirage","CHG-82648","36.000000","14","Enabled","China Glaze","21.600000","20.000000","in stock"
"3545","China Glaze Rain Dance Night Away","CHG-82650","36.000000","17","Enabled","China Glaze","21.600000","20.000000","in stock"
"3546","China Glaze Dont Mesa With My Heart","CHG-82651","36.000000","14","Enabled","China Glaze","21.600000","20.000000","in stock"
"3547","China Glaze Dont Desert Me","CHG-82652","36.000000","20","Enabled","China Glaze","21.600000","20.000000","in stock"
"3548","China Glaze Tha Heat Is On","CHG-82653","36.000000","16","Enabled","China Glaze","21.600000","20.000000","in stock"
"3549","Red Cherry Lashes #523 - SAGE","redc523","19.000000","1","Enabled","Red Cherry","10.000000","","in stock"
"3550","Red Cherry Lashes #113 - SABIN ","redc113","19.000000","3","Enabled","Red Cherry","10.000000","","in stock"
"3556","Shadow Shields","F314SS002","45.000000","41","Enabled","Shadow Sheilds","22.700000","29.000000","in stock"
"3561","Too Faced Born This Way - Caramel","TF_caramel","209.000000","2","Enabled","Too Faced","172.000000","190.000000","in stock"
"3570","Too Faced Love Palette","TF_lovepalette","259.000000","1","Enabled","Too Faced","216.000000","100.000000","in stock"
"3574","Makeup Addiction 'Arctic White Pro' Face Set","MA_Arctic_face","360.000000","1","Enabled","Makeup Addiction","253.500000","250.000000","in stock"
"3575","Makeup Addiction 'Arctic White Pro' Eye Set","MA_Arctic_eyes","250.000000","1","Enabled","Makeup Addiction","175.500000","150.000000","in stock"
"3577","Makeup Addiction 'Ultimate' Eye Set","MA_ultimate_eyes","340.000000","7","Enabled","Makeup Addiction","253.500000","225.000000","in stock"
"3578","Makeup Addiction 'Perfect Blend' Eye Set","MA_perfectblend","195.000000","2","Enabled","Makeup Addiction","144.300000","150.000000","in stock"
"3579","Makeup Addiction 'Perfect Finish' Eye Set","MA_perfectfinish","190.000000","4","Enabled","Makeup Addiction","136.500000","120.000000","in stock"
"3581","Makeup Addiction The Complete Set","MA_completeset","340.000000","3","Enabled","Makeup Addiction","234.000000","200.000000","in stock"
"3582","Makeup Addiction The Essential Face Set","MA_faceset","250.000000","3","Enabled","Makeup Addiction","179.400000","150.000000","in stock"
"3601","ColourPop Ultra Matte Lip - Avenue","cp-avenue","42.000000","0","Enabled","Colourpop","20.000000","34.000000","out of stock"
"3602","ColourPop Ultra Matte Lip - Lax","cp-Lax","42.000000","0","Enabled","Colourpop","20.000000","34.000000","out of stock"
"3603","ColourPop Ultra Matte Lip - Tulle","cp-Tulle","42.000000","0","Enabled","Colourpop","20.000000","35.000000","out of stock"
"3604","ColourPop Ultra Matte Lip - Limbo","cp-Limbo","42.000000","1","Enabled","Colourpop","20.000000","34.000000","in stock"
"3619","ColourPop Ultra Matte Lip - Bumble","cp-Bumble","42.000000","1","Enabled","Colourpop","20.000000","34.000000","in stock"
"3624","ColourPop Ultra Matte Lip - Trap","cp-Trap","42.000000","2","Enabled","Colourpop","20.000000","34.000000","in stock"
"3627","Sigma Beauty High Caliber Lash","M003","71.000000","2","Enabled","Sigma","54.550000","40.000000","in stock"
"3629","Sigma Beauty Sinuosity Lash","M002","71.000000","1","Enabled","Sigma","54.550000","57.000000","in stock"
"3638","Kat Von D Everlasting Liquid Lipstick - L.U.V. - rich violet","KVD-liquid-LUV","114.000000","4","Enabled","Kat Von D","88.000000","50.000000","in stock"
"3640","Kat Von D Everlasting Liquid Lipstick - Ayesha - rich lavender","KVD-liquid-ayesha","114.000000","1","Enabled","Kat Von D","88.000000","50.000000","in stock"
"3654","Makeup Addiction Highlighter - Orgasmic","MA_orgasmic","91.000000","4","Enabled","Makeup Addiction","69.800000","25.000000","in stock"
"3655","Makeup Addiction Highlighter - Snow Gold","MA_snowgold","91.000000","6","Enabled","Makeup Addiction","69.800000","25.000000","in stock"
"3656","Makeup Addiction Highlighter - Bronzified","MA_bronzified","91.000000","2","Enabled","Makeup Addiction","69.800000","25.000000","in stock"
"3657","Makeup Addiction Highlighter - Mermaid Beam","MA_mermaidbeam","91.000000","13","Enabled","Makeup Addiction","69.800000","25.000000","in stock"
"3673","MILANI Color Statement Moisture Matte Lipstick - Matte Orchid","MLMLSN64","29.000000","1","Enabled","Milani","19.070000","24.000000","in stock"
"3679","Velour Lashes - Got it from my Momma!","VL_gotit","105.000000","1","Enabled","Velour Lashes","58.570000","39.000000","in stock"
"3680","Velour Lashes - Are Those Real?","VL_arethose","105.000000","5","Enabled","Velour Lashes","58.570000","39.000000","in stock"
"3682","Velour Lashes - You're my Wing Woman","VL_wingwoman","105.000000","11","Enabled","Velour Lashes","58.570000","39.000000","in stock"
"3683","Velour Lashes - WINGing","VL_Winging","105.000000","2","Enabled","Velour Lashes","68.070000","16.000000","in stock"
"3687","Velour Lashes - Hey, Shawty!","VL_shawty","105.000000","9","Enabled","Velour Lashes","58.570000","39.000000","in stock"
"3688","Velour Lashes - Girl, You CRAAZY!","VL_ucrazy","105.000000","2","Enabled","Velour Lashes","68.070000","39.000000","in stock"
"3689","Velour Lashes - Guilty, Lashaholic!","VL_lashaholic","105.000000","5","Enabled","Velour Lashes","77.570000","39.000000","in stock"
"3690","Velour Lashes - Whispie Sweet Nothings","VL_nothings","105.000000","14","Enabled","Velour Lashes","68.070000","39.000000","in stock"
"3691","Velour Lashes - Lash in the City","VL_lashinthecity","105.000000","9","Enabled","Velour Lashes","68.070000","39.000000","in stock"
"3692","Velour Lashes - Strike A Pose","VL_strikeapose","105.000000","10","Enabled","Velour Lashes","68.070000","39.000000","in stock"
"3705","Gerard Cosmetics Star Powder - Lucy","725506","152.000000","1","Enabled","Gerard","117.000000","39.000000","in stock"
"3706","Gerard Cosmetics Star Powder - Marilyn","725507","152.000000","3","Enabled","Gerard","117.000000","36.000000","in stock"
"3711","ColourPop Ultra Matte Lip - Beeper ","cp-beeper","42.000000","1","Enabled","Colourpop","25.010000","35.000000","in stock"
"3754","Makeup Addiction Eyeshadow Pigments - Silver Lights","MA_Silver","45.000000","14","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3755","Makeup Addiction Eyeshadow Pigments - French Manicure","MA_Frenchmani","45.000000","3","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3756","Makeup Addiction Eyeshadow Pigments - Geisha","MA_Geisha","45.000000","4","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3757","Makeup Addiction Eyeshadow Pigments - Peacock","MA_Peacock","45.000000","5","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3758","Makeup Addiction Eyeshadow Pigments - Blueberry Crumble","MA_Blueberrycr","45.000000","1","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3759","Makeup Addiction Eyeshadow Pigments - Purest","MA_purest","45.000000","7","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3761","Makeup Addiction Eyeshadow Pigments - Marbled Smoke","MA_marbledsmoke","45.000000","3","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3762","Makeup Addiction Eyeshadow Pigments - Million Dollar","MA_milliondollar","45.000000","3","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3763","Makeup Addiction Eyeshadow Pigments - Inkjet","MA_inkjet","45.000000","1","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3764","Makeup Addiction Eyeshadow Pigments - Ex Boyfriend","MA_exboyfriend","45.000000","12","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3765","Makeup Addiction Eyeshadow Pigments - Enchanted","MA_enchanted","45.000000","5","Enabled","Makeup Addiction","32.060000","15.000000","in stock"
"3766","Makeup Addiction Leina Limited Edition Brush Set","MA_leina","557.000000","4","Enabled","Makeup Addiction","428.660000","250.000000","in stock"
"3767","Color Switch Lotus Palette","CS_Lotus","99.000000","4","Enabled","Color Switch","71.190000","80.000000","in stock"
"3781","COVER FX Illuminator -Sunlight","CFX_sunlight","180.000000","4","Enabled","Cover FX","123.480000","70.000000","in stock"
"3782","COVER FX Illuminator -Moonlight","CFX_moonlight","180.000000","1","Enabled","Cover FX","123.480000","70.000000","in stock"
"3803","EX1 Cosmetics Delete Concealer - D300","D300","62.000000","3","Enabled","EX 1","47.710000","47.000000","in stock"
"3805","TheBalm Meet Matte Hughes Liquid Lipstick - Honest","681619805127","70.000000","3","Enabled","TheBalm","22.850000","49.000000","in stock"
"3806","TheBalm Meet Matte Hughes Liquid Lipstick - Chivalrous","681619805134","70.000000","3","Enabled","TheBalm","22.850000","49.000000","in stock"
"3807","TheBalm Meet Matte Hughes Liquid Lipstick - Sentimental","681619805141","70.000000","3","Enabled","TheBalm","22.850000","49.000000","in stock"
"3815","TheBalm Balm Shelter Tinted Moisturizer SPF 18 - medium/dark","681619800764","90.000000","0","Enabled","TheBalm","30.850000","63.000000","out of stock"
"3817","TheBalm Brow Pow - Light Brown","681619802676","57.000000","0","Enabled","TheBalm","20.850000","40.000000","out of stock"
"3819","TheBalm Shadow/Blush - hot mama","681619700194","76.000000","0","Enabled","TheBalm","25.850000","53.000000","out of stock"
"3820","TheBalm Anti-Shine Translucent Powder - sexy mama","681619700262","76.000000","0","Enabled","TheBalm","25.850000","53.000000","out of stock"
"3821","TheBalm Bronzer, Shadow & Contour Powder - bahama mama","681619700279","76.000000","2","Enabled","TheBalm","25.850000","53.000000","in stock"
"3822","TheBalm Bronzer/Blush - Balm Desert","681619805202","80.000000","0","Enabled","TheBalm","26.850000","56.000000","out of stock"
"3823","TheBalm Cheater Mascara","681619800146","65.000000","0","Enabled","TheBalm","23.850000","46.000000","out of stock"
"3826","TheBalm Liquid Eye Liner - Schwing","681619802201","60.000000","20","Enabled","TheBalm","22.850000","42.000000","in stock"
"3827","TheBalm Pencil Eye Liners - Vince B. Charcoal","681619805103","60.000000","1","Enabled","TheBalm","22.850000","42.000000","in stock"
"3828","TheBalm Pencil Eye Liners - Wayne B. Olive","681619805004","60.000000","0","Enabled","TheBalm","22.850000","25.000000","out of stock"
"3829","TheBalm Pencil Eye Liners - Brian B. Beige","681619805011","60.000000","0","Enabled","TheBalm","22.850000","25.000000","out of stock"
